time,open,high,low,close,volume,ticker
2019-08-28,9730,9790,9680,9710,491400,SSI
2019-08-29,9680,9730,9590,9610,822670,SSI
2019-08-30,9680,9790,9680,9780,713630,SSI
2019-09-03,9710,9780,9610,9750,544160,SSI
2019-09-04,9710,9730,9610,9730,622780,SSI
2019-09-05,9780,9790,9640,9680,733580,SSI
2019-09-06,9590,9710,9590,9590,472420,SSI
2019-09-09,9540,9590,9460,9500,864150,SSI
2019-09-10,9640,9640,9410,9410,1105140,SSI
2019-09-11,9460,9480,9360,9430,569010,SSI
2019-09-12,9480,9540,9430,9480,681850,SSI
2019-09-13,9500,9780,9480,9710,2871350,SSI
2019-09-16,9780,9890,9750,9750,2321920,SSI
2019-09-17,9750,9840,9680,9840,1290550,SSI
2019-09-18,9890,9960,9790,9820,2024510,SSI
2019-09-19,9890,9890,9730,9890,1475040,SSI
2019-09-20,9910,9910,9710,9750,3372950,SSI
2019-09-23,9820,9840,9710,9710,1513730,SSI
2019-09-24,9710,9980,9680,9840,2397510,SSI
2019-09-25,9820,9890,9750,9840,1466500,SSI
2019-09-26,9910,10290,9910,10290,6380250,SSI
2019-09-27,10340,10570,10280,10540,4052950,SSI
2019-09-30,10610,10640,10430,10460,2832330,SSI
2019-10-01,10410,10540,10390,10530,2998990,SSI
2019-10-02,10500,10780,10460,10640,3730500,SSI
2019-10-03,10530,10680,10460,10640,2017010,SSI
2019-10-04,10820,10820,10260,10260,3431800,SSI
2019-10-07,10290,10350,10020,10020,1748860,SSI
2019-10-08,10000,10240,10000,10160,1284020,SSI
2019-10-09,10210,10260,10060,10110,1626100,SSI
2019-10-10,10110,10210,10090,10110,1479760,SSI
2019-10-11,10140,10160,10060,10110,1868890,SSI
2019-10-14,10210,10400,10210,10330,2618430,SSI
2019-10-15,10370,10370,10240,10260,1175550,SSI
2019-10-16,10300,10300,10210,10240,1399280,SSI
2019-10-17,10240,10240,10110,10140,1092380,SSI
2019-10-18,10110,10210,10020,10020,1287590,SSI
2019-10-21,9930,9980,9880,9880,1386210,SSI
2019-10-22,9930,9950,9800,9930,1056960,SSI
2019-10-23,9900,9980,9880,9880,736320,SSI
2019-10-24,9930,10110,9900,10110,1454750,SSI
2019-10-25,10110,10190,10090,10110,1154870,SSI
2019-10-28,10210,10290,10090,10090,1507540,SSI
2019-10-29,10090,10160,10040,10040,1162360,SSI
2019-10-30,10040,10160,10040,10140,1056930,SSI
2019-10-31,10160,10190,9980,10140,1786810,SSI
2019-11-01,10110,10300,10040,10210,3104820,SSI
2019-11-04,10260,10370,10240,10330,3298180,SSI
2019-11-05,10370,10420,10330,10350,2130290,SSI
2019-11-06,10350,10370,10290,10300,1545130,SSI
2019-11-07,10300,10540,10290,10470,2939090,SSI
2019-11-08,10560,10590,10420,10470,2388020,SSI
2019-11-11,10470,10470,10300,10300,1804140,SSI
2019-11-12,10300,10400,10290,10290,1526400,SSI
2019-11-13,10300,10330,10210,10290,1294780,SSI
2019-11-14,10260,10300,10110,10190,1586090,SSI
2019-11-15,10160,10190,10020,10020,1624740,SSI
2019-11-18,10040,10060,9950,9980,1089630,SSI
2019-11-19,9980,10090,9980,10020,904070,SSI
2019-11-20,10040,10040,9930,9930,1248390,SSI
2019-11-21,9930,9930,9690,9690,2083430,SSI
2019-11-22,9780,9800,9520,9540,1895590,SSI
2019-11-25,9590,9640,9520,9610,954610,SSI
2019-11-26,9640,9690,9500,9500,1658300,SSI
2019-11-27,9540,9540,9430,9430,1816170,SSI
2019-11-28,9450,9500,9380,9430,1132110,SSI
2019-11-29,9430,9480,9400,9400,1003800,SSI
2019-12-02,9400,9480,9260,9260,1531820,SSI
2019-12-03,9140,9300,9140,9170,1208130,SSI
2019-12-04,9190,9400,9170,9400,1058620,SSI
2019-12-05,9450,9500,9300,9300,718100,SSI
2019-12-06,9330,9350,9260,9260,606440,SSI
2019-12-09,9260,9430,9240,9300,842290,SSI
2019-12-10,9300,9300,9070,9120,1237160,SSI
2019-12-11,9090,9170,8900,9020,1402910,SSI
2019-12-12,9090,9220,9000,9220,1480900,SSI
2019-12-13,9260,9280,9120,9120,1035860,SSI
2019-12-16,9120,9170,9020,9040,826290,SSI
2019-12-17,9070,9090,8860,8860,1565970,SSI
2019-12-18,8900,8950,8740,8740,1375490,SSI
2019-12-19,8740,8830,8590,8590,992680,SSI
2019-12-20,8640,8760,8590,8690,1297840,SSI
2019-12-23,8690,8780,8690,8720,1083840,SSI
2019-12-24,8690,8760,8640,8720,879570,SSI
2019-12-25,8720,8720,8620,8640,915210,SSI
2019-12-26,8620,8690,8590,8670,712470,SSI
2019-12-27,8620,8670,8570,8590,1253730,SSI
2019-12-30,8690,8760,8590,8620,1089430,SSI
2019-12-31,8620,8640,8570,8570,1060150,SSI
2020-01-02,8590,8740,8570,8740,991450,SSI
2020-01-03,8780,8830,8620,8670,703890,SSI
2020-01-06,8620,8690,8570,8640,1348120,SSI
2020-01-07,8640,8690,8620,8670,643090,SSI
2020-01-08,8570,8590,8330,8430,2622960,SSI
2020-01-09,8520,8570,8480,8520,1149130,SSI
2020-01-10,8540,8720,8500,8690,2067400,SSI
2020-01-13,8640,8780,8640,8690,1125380,SSI
2020-01-14,8690,8760,8670,8740,1066740,SSI
2020-01-15,8760,8760,8690,8740,830260,SSI
2020-01-16,8740,9070,8740,9070,2384770,SSI
2020-01-17,9120,9260,9020,9140,2832740,SSI
2020-01-20,9140,9140,9020,9140,1288010,SSI
2020-01-21,9070,9240,9040,9140,1541100,SSI
2020-01-22,9140,9220,9090,9170,1729500,SSI
2020-01-30,9000,9000,8590,8780,2412920,SSI
2020-01-31,8590,8690,8189,8410,4457280,SSI
2020-02-03,7980,8119,7830,8100,3144570,SSI
2020-02-04,8119,8189,7980,8070,1782240,SSI
2020-02-05,8119,8189,8020,8050,2164080,SSI
2020-02-06,8070,8410,8020,8410,2870780,SSI
2020-02-07,8410,8520,8310,8410,2561750,SSI
2020-02-10,8170,8360,7980,8330,775620,SSI
2020-02-11,8330,8360,8260,8280,1521880,SSI
2020-02-12,8310,8460,8310,8460,2789960,SSI
2020-02-13,8360,8410,8330,8360,1264660,SSI
2020-02-14,8360,8480,8310,8460,1102790,SSI
2020-02-17,8460,8520,8380,8380,1955060,SSI
2020-02-18,8380,8410,8260,8330,1478110,SSI
2020-02-19,8360,8380,8280,8360,1668460,SSI
2020-02-20,8410,8480,8310,8360,1664520,SSI
2020-02-21,8360,8380,8280,8280,1197860,SSI
2020-02-24,8100,8140,7720,7720,3482920,SSI
2020-02-25,7520,7810,7520,7780,1693240,SSI
2020-02-26,7600,7930,7550,7650,1038320,SSI
2020-02-27,7600,7830,7570,7830,1490420,SSI
2020-02-28,7670,7700,7500,7550,1987700,SSI
2020-03-02,7620,7650,7480,7500,2114140,SSI
2020-03-03,7650,7720,7570,7570,2088500,SSI
2020-03-04,7600,7810,7550,7720,2852970,SSI
2020-03-05,7860,8050,7810,7980,3298460,SSI
2020-03-06,7960,7960,7810,7930,1362870,SSI
2020-03-09,7390,7500,7390,7390,3576610,SSI
2020-03-10,7070,7430,7070,7390,3374030,SSI
2020-03-11,7520,7520,6890,6890,3614130,SSI
2020-03-12,6550,6650,6410,6440,4606030,SSI
2020-03-13,6030,6530,6030,6310,4484960,SSI
2020-03-16,6410,6460,6270,6310,2897920,SSI
2020-03-17,6220,6740,6080,6740,4834780,SSI
2020-03-18,6840,6840,6460,6500,3190370,SSI
2020-03-19,6360,6600,6310,6500,2568540,SSI
2020-03-20,6650,6670,6460,6580,2868770,SSI
2020-03-23,6270,6360,6130,6130,3296350,SSI
2020-03-24,6150,6180,5790,5940,3009990,SSI
2020-03-25,6180,6340,6050,6340,2376040,SSI
2020-03-26,6270,6290,6130,6150,1256940,SSI
2020-03-27,6180,6200,5870,5870,2469460,SSI
2020-03-30,5650,5650,5460,5460,2427550,SSI
2020-03-31,5530,5680,5270,5510,1680730,SSI
2020-04-01,5510,5890,5510,5890,3715270,SSI
2020-04-03,6130,6290,6080,6290,4544530,SSI
2020-04-06,6630,6720,6550,6720,5473010,SSI
2020-04-07,6890,6910,6650,6720,6377610,SSI
2020-04-08,6600,6890,6460,6810,4091610,SSI
2020-04-09,7150,7250,7120,7250,5507100,SSI
2020-04-10,7310,7480,7150,7310,3233820,SSI
2020-04-13,7230,7360,7150,7230,3573400,SSI
2020-04-14,7170,7250,7000,7250,3902110,SSI
2020-04-15,7310,7390,7250,7340,3075990,SSI
2020-04-16,7250,7450,7200,7340,2603060,SSI
2020-04-17,7420,7580,7390,7480,3936040,SSI
2020-04-20,7500,7580,7390,7530,3326260,SSI
2020-04-21,7310,7390,7000,7060,4437860,SSI
2020-04-22,6870,7390,6870,7310,3435210,SSI
2020-04-23,7420,7580,7310,7310,2594810,SSI
2020-04-24,7280,7340,7170,7280,1507530,SSI
2020-04-27,7340,7340,7170,7200,2112890,SSI
2020-04-28,7200,7200,7030,7120,2587110,SSI
2020-04-29,7150,7200,7090,7150,1454150,SSI
2020-05-04,7090,7150,6980,6980,2180310,SSI
2020-05-05,6980,7090,6930,6960,1667710,SSI
2020-05-06,7000,7150,6980,7120,1675700,SSI
2020-05-07,7120,7250,7090,7250,2332040,SSI
2020-05-08,7250,7580,7250,7420,7919390,SSI
2020-05-11,7770,7770,7500,7770,6209600,SSI
2020-05-12,7700,7890,7580,7800,3956090,SSI
2020-05-13,7700,7860,7530,7730,5490540,SSI
2020-05-14,7610,8050,7610,7830,5857120,SSI
2020-05-15,7890,7940,7640,7670,3732360,SSI
2020-05-18,7670,7800,7610,7770,2313840,SSI
2020-05-19,7970,8020,7800,7860,6873020,SSI
2020-05-20,7830,7920,7800,7860,2577550,SSI
2020-05-21,7940,7970,7800,7890,3314490,SSI
2020-05-22,7800,8080,7750,7860,7455010,SSI
2020-05-25,7920,8020,7860,8000,6022830,SSI
2020-05-26,8080,8470,8050,8440,8120570,SSI
2020-05-27,8510,8540,8189,8189,7938010,SSI
2020-05-28,8189,8300,8130,8160,4876490,SSI
2020-05-29,8130,8189,8050,8130,3573780,SSI
2020-06-01,8189,8410,8160,8350,4455460,SSI
2020-06-02,8410,8440,8250,8270,6106810,SSI
2020-06-03,8300,8350,8250,8350,3251400,SSI
2020-06-04,8490,8760,8490,8630,9360040,SSI
2020-06-05,8630,8680,8510,8630,5731890,SSI
2020-06-08,8900,8900,8740,8820,5993130,SSI
2020-06-09,8960,8960,8680,8710,6435790,SSI
2020-06-10,8660,8850,8470,8790,6544090,SSI
2020-06-11,8790,8900,8189,8189,9349070,SSI
2020-06-12,8020,8510,7860,8510,7587730,SSI
2020-06-15,8510,8540,7940,7940,7253720,SSI
2020-06-16,8250,8380,8109,8350,5005720,SSI
2020-06-17,8320,8380,8160,8250,2911920,SSI
2020-06-18,8080,8250,8080,8250,1838500,SSI
2020-06-19,8250,8410,8189,8410,4986110,SSI
2020-06-22,8410,8510,8220,8350,3766890,SSI
2020-06-23,8490,8930,8490,8850,14025040,SSI
2020-06-24,8850,8990,8630,8660,5975970,SSI
2020-06-25,8600,8710,8470,8680,3914840,SSI
2020-06-26,8740,8900,8490,8510,4919890,SSI
2020-06-29,8510,8510,8050,8130,7502050,SSI
2020-06-30,8350,8380,7940,8130,3781930,SSI
2020-07-01,8220,8470,8109,8410,3435740,SSI
2020-07-02,8410,8410,8270,8320,2325600,SSI
2020-07-03,8410,8410,8300,8320,2288480,SSI
2020-07-06,8410,8570,8320,8570,3984350,SSI
2020-07-07,8630,8710,8510,8540,4850680,SSI
2020-07-08,8510,8630,8440,8630,2493090,SSI
2020-07-09,8740,8790,8630,8710,4876340,SSI
2020-07-10,8660,8870,8660,8760,9082870,SSI
2020-07-13,8900,8930,8710,8760,5298630,SSI
2020-07-14,8740,9180,8740,9180,9138070,SSI
2020-07-15,9240,9240,9060,9090,4340580,SSI
2020-07-16,9120,9180,9060,9120,3531900,SSI
2020-07-17,9090,9310,9060,9180,6824380,SSI
2020-07-20,9350,9350,9030,9030,6438130,SSI
2020-07-21,9150,9180,8820,8920,6953920,SSI
2020-07-22,9010,9030,8790,8790,3959010,SSI
2020-07-23,8820,8850,8680,8710,4378660,SSI
2020-07-24,8680,8710,8160,8360,9774930,SSI
2020-07-27,7890,8189,7770,7770,8310880,SSI
2020-07-28,8060,8300,7800,8300,6648230,SSI
2020-07-29,8189,8189,7750,7920,6325100,SSI
2020-07-30,7950,8130,7950,8029,2699550,SSI
2020-07-31,7830,8060,7800,7920,2832300,SSI
2020-08-03,7890,8300,7890,8250,5017010,SSI
2020-08-04,8390,8450,8220,8390,4642760,SSI
2020-08-05,8300,8590,8270,8480,4672060,SSI
2020-08-06,8450,8510,8360,8390,4168520,SSI
2020-08-07,8390,8450,8300,8330,2562160,SSI
2020-08-10,8480,8530,8420,8420,3288010,SSI
2020-08-11,8510,8620,8420,8590,5313900,SSI
2020-08-12,8620,8650,8480,8560,2877790,SSI
2020-08-13,8590,8710,8530,8680,3734680,SSI
2020-08-14,8650,8710,8450,8530,4301340,SSI
2020-08-17,8530,8530,8330,8480,3811840,SSI
2020-08-18,8480,8530,8390,8420,1931160,SSI
2020-08-19,8390,8530,8390,8510,2670190,SSI
2020-08-20,8510,8530,8390,8390,2703510,SSI
2020-08-21,8450,8590,8390,8590,3758250,SSI
2020-08-24,8680,8820,8620,8760,7044900,SSI
2020-08-25,8850,8920,8740,8760,4611300,SSI
2020-08-26,8790,8890,8740,8790,5419820,SSI
2020-08-27,8790,8850,8740,8820,3711300,SSI
2020-08-28,8920,9010,8820,8820,5869960,SSI
2020-08-31,8850,8920,8680,8710,3994730,SSI
2020-09-01,8680,8820,8650,8820,3449300,SSI
2020-09-03,8980,8980,8820,8920,4876180,SSI
2020-09-04,8760,9180,8680,9010,9713580,SSI
2020-09-07,9060,9270,8950,8980,9582630,SSI
2020-09-08,9030,9240,8950,9240,6831470,SSI
2020-09-09,9060,9290,9030,9270,7044490,SSI
2020-09-10,9320,9440,9270,9270,8787650,SSI
2020-09-11,9270,9320,9180,9210,4402790,SSI
2020-09-14,9270,9290,9150,9210,4644580,SSI
2020-09-15,9240,9440,9210,9240,7005050,SSI
2020-09-16,9240,9410,9240,9290,3807390,SSI
2020-09-17,9320,9380,9240,9350,6000380,SSI
2020-09-18,9350,9610,9320,9520,7903190,SSI
2020-09-21,9610,9790,9550,9640,8122870,SSI
2020-09-22,9550,9710,9550,9680,6821140,SSI
2020-09-23,9680,9820,9680,9770,5699700,SSI
2020-09-24,9710,9820,9640,9680,4564860,SSI
2020-09-25,9710,9740,9500,9610,7290520,SSI
2020-09-28,9680,9910,9680,9880,5215260,SSI
2020-09-29,10000,10030,9770,9790,6122220,SSI
2020-09-30,9790,9940,9710,9910,4432160,SSI
2020-10-01,10000,10530,9940,10400,10321030,SSI
2020-10-02,10470,10550,9940,10370,10961430,SSI
2020-10-05,10550,10700,10400,10670,6672820,SSI
2020-10-06,10670,10730,10500,10610,5228170,SSI
2020-10-07,10530,10610,10400,10440,5770720,SSI
2020-10-08,10530,10550,10290,10440,4663470,SSI
2020-10-09,10530,10670,10440,10530,3870610,SSI
2020-10-12,10640,10640,10370,10440,4849320,SSI
2020-10-13,10440,10500,10260,10260,4374250,SSI
2020-10-14,10290,10580,10200,10580,5379490,SSI
2020-10-15,10700,10730,10550,10610,4732880,SSI
2020-10-16,10580,10700,10500,10610,4444100,SSI
2020-10-19,10700,10930,10610,10730,9462400,SSI
2020-10-20,10730,10730,10470,10640,4191320,SSI
2020-10-21,10640,10700,10340,10340,7065620,SSI
2020-10-22,10260,10530,10170,10530,6686080,SSI
2020-10-23,10580,10610,10340,10470,4370330,SSI
2020-10-26,10470,10580,10290,10290,4731880,SSI
2020-10-27,10230,10310,10050,10050,5449930,SSI
2020-10-28,10000,10080,9640,9770,5918990,SSI
2020-10-29,9640,10000,9610,10000,4799470,SSI
2020-10-30,10000,10030,9770,10000,3028990,SSI
2020-11-02,10000,10030,9880,10030,1678320,SSI
2020-11-03,10080,10170,10050,10140,3118820,SSI
2020-11-04,10170,10260,10080,10230,4575940,SSI
2020-11-05,10170,10260,10080,10080,2486250,SSI
2020-11-06,10080,10140,9970,10030,1527160,SSI
2020-11-09,10080,10290,10080,10230,3963600,SSI
2020-11-10,10370,10550,10290,10340,8816320,SSI
2020-11-11,10400,10470,10230,10230,4848370,SSI
2020-11-12,10290,10340,10200,10230,3643040,SSI
2020-11-13,10290,10400,10200,10400,4197980,SSI
2020-11-16,10530,10580,10340,10340,6268580,SSI
2020-11-17,10440,10670,10310,10670,8582800,SSI
2020-11-18,10700,10870,10640,10760,7510860,SSI
2020-11-19,10840,10870,10700,10790,5201760,SSI
2020-11-20,10790,10810,10580,10640,6053890,SSI
2020-11-23,10640,10960,10550,10930,9362300,SSI
2020-11-24,10990,11160,10870,11070,10946270,SSI
2020-11-25,11100,11290,11070,11230,8630730,SSI
2020-11-26,11200,11290,11020,11200,5344370,SSI
2020-11-27,11200,11340,11200,11310,4608770,SSI
2020-11-30,11340,11460,11230,11260,6728330,SSI
2020-12-01,10990,11340,10990,11340,8794040,SSI
2020-12-02,11340,11600,11310,11520,7098230,SSI
2020-12-03,11630,11920,11570,11810,8053380,SSI
2020-12-04,11810,11860,11690,11720,6343360,SSI
2020-12-07,11890,12050,11830,12020,7082510,SSI
2020-12-08,12070,12830,12070,12810,11532900,SSI
2020-12-09,12980,13570,12980,13270,13762100,SSI
2020-12-10,13270,13590,13090,13330,9858070,SSI
2020-12-11,13330,13770,13180,13770,9023250,SSI
2020-12-14,14090,14700,14030,14700,11829490,SSI
2020-12-15,14500,15260,14500,14900,15342550,SSI
2020-12-16,14960,15090,14610,14640,14443400,SSI
2020-12-17,14500,14960,14380,14640,13209050,SSI
2020-12-18,14850,15660,14700,15660,14808270,SSI
2020-12-21,16020,16750,15900,16750,14052330,SSI
2020-12-22,16950,17510,16640,17300,12607350,SSI
2020-12-23,17150,17180,16660,16840,13975960,SSI
2020-12-24,16780,16840,15660,16570,15882040,SSI
2020-12-25,16370,17710,16160,17710,16010740,SSI
2020-12-28,18530,18850,18180,18700,12578470,SSI
2020-12-29,18410,18790,18180,18530,11912020,SSI
2020-12-30,18360,18670,18120,18410,10530310,SSI
2020-12-31,18410,19550,18390,19350,9645420,SSI
2021-01-04,20170,20220,19760,19760,9011500,SSI
2021-01-05,19430,19940,19350,19730,8624800,SSI
2021-01-06,19990,20430,19290,19880,10370000,SSI
2021-01-07,20170,20220,19610,20110,13783700,SSI
2021-01-08,20400,20400,19610,19960,11401100,SSI
2021-01-11,19940,19990,19320,19610,13473300,SSI
2021-01-12,19410,20170,19000,19940,16390400,SSI
2021-01-13,20170,20170,19520,19580,9755200,SSI
2021-01-14,19580,20930,19290,20670,22844000,SSI
2021-01-15,20930,21770,20720,21600,14649600,SSI
2021-01-18,21600,21600,21070,21210,11612500,SSI
2021-01-19,20930,21250,19760,19760,19694000,SSI
2021-01-20,19990,20170,18440,19460,14483300,SSI
2021-01-21,19520,20460,19290,20190,13084500,SSI
2021-01-22,20050,20280,19520,19730,11501200,SSI
2021-01-25,19410,20190,19230,19700,12151400,SSI
2021-01-26,19550,19640,18470,18700,10631800,SSI
2021-01-27,18180,18700,17420,17420,14058600,SSI
